id,email_normalized,message_bounce,name,complete_name,lang,tz,comment,active,type,street,street2,city,country_id/id,partner_latitude,partner_longitude,email,phone,mobile,company_id/id,color,partner_share,commercial_company_name,company_name,contact_address_complete,signup_type,calendar_last_notif_ack,team_id/id,partner_gid,ocn_token,debit_limit,invoice_warn,supplier_rank,customer_rank,picking_warn,purchase_warn,sale_warn,followup_reminder_type,x_studio_vat_registration_status,x_studio_svat_registration_status,x_studio_bank_guarantee_amount,x_studio_payment_method
res_partner_test_1773722943454_emp_test_employee,test.1773722943454@test.example.com,0,[TEST-1773722943454]-EMP Test Employee,[TEST-1773722943454]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773722943454@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:49:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773722966137_inv_email_test,,0,[TEST-1773722966137]-INV-EMAIL Test,[TEST-1773722966137]-INV-EMAIL Test,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,not-a-valid-email,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:49:35,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773722978427_inv_email_test,,0,[TEST-1773722978427]-INV-EMAIL Test,[TEST-1773722978427]-INV-EMAIL Test,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,not-a-valid-email,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:49:47,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773722981028_emp_test_employee,test.1773722981028@test.example.com,0,[TEST-1773722981028]-EMP Test Employee,[TEST-1773722981028]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773722981028@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:49:51,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773722988469_emp_test_employee,test.1773722988469@test.example.com,0,[TEST-1773722988469]-EMP Test Employee,[TEST-1773722988469]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773722988469@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:50:01,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723020637_emp_test_employee,test.1773723020637@test.example.com,0,[TEST-1773723020637]-EMP Test Employee,[TEST-1773723020637]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723020637@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:50:32,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723020637_emp_test_employee_cop,,0,[TEST-1773723020637]-EMP Test Employee (copy),[TEST-1773723020637]-EMP Test Employee (copy),en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:50:33,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723024740_emp_test_employee,test.1773723024740@test.example.com,0,[TEST-1773723024740]-EMP Test Employee,[TEST-1773723024740]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723024740@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:50:38,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723058605_emp_test_employee,test.1773723058605@test.example.com,0,[TEST-1773723058605]-EMP Test Employee,[TEST-1773723058605]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723058605@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:51:09,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723058605_emp_test_employee_cop,,0,[TEST-1773723058605]-EMP Test Employee (copy),[TEST-1773723058605]-EMP Test Employee (copy),en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:51:10,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723062186_emp_test_employee,test.1773723062186@test.example.com,0,[TEST-1773723062186]-EMP Test Employee,[TEST-1773723062186]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723062186@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:51:14,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723066577_emp_test_employee,test.1773723066577@test.example.com,0,[TEST-1773723066577]-EMP Test Employee,[TEST-1773723066577]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723066577@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:51:18,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723071529_longname_aaaaaaaaaaaa,,0,[TEST-1773723071529]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,[TEST-1773723071529]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:51:22,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723105082_special_o_brien,test.1773723105082@test.example.com,0,[TEST-1773723105082]-SPECIAL O'Brien,[TEST-1773723105082]-SPECIAL O'Brien,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723105082@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:51:57,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723131943_dupname_duplicate_emp,test.1773723131943@test.example.com,0,[TEST-1773723131943]-DUPNAME Duplicate Employee,[TEST-1773723131943]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723131943@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:27,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723131943_dupname_duplicate_emp_6812,test.1773723131943@test.example.com,0,[TEST-1773723131943]-DUPNAME Duplicate Employee,[TEST-1773723131943]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723131943@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:26,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723131943_dupname_duplicate_emp_6811,test.1773723131943@test.example.com,0,[TEST-1773723131943]-DUPNAME Duplicate Employee,[TEST-1773723131943]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723131943@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:24,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723141270_dupname_duplicate_emp,test.1773723141270@test.example.com,0,[TEST-1773723141270]-DUPNAME Duplicate Employee,[TEST-1773723141270]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723141270@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:37,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723141270_dupname_duplicate_emp_6815,test.1773723141270@test.example.com,0,[TEST-1773723141270]-DUPNAME Duplicate Employee,[TEST-1773723141270]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723141270@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:34,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723141270_dupname_duplicate_emp_6814,test.1773723141270@test.example.com,0,[TEST-1773723141270]-DUPNAME Duplicate Employee,[TEST-1773723141270]-DUPNAME Duplicate Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723141270@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:34,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723142403_special_o_brien,test.1773723142403@test.example.com,0,[TEST-1773723142403]-SPECIAL O'Brien,[TEST-1773723142403]-SPECIAL O'Brien,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723142403@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:36,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723148968_special_m_ller,test.1773723148968@test.example.com,0,[TEST-1773723148968]-SPECIAL Müller,[TEST-1773723148968]-SPECIAL Müller,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723148968@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:41,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723153814_special,test.1773723153814@test.example.com,0,[TEST-1773723153814]-SPECIAL 李明,[TEST-1773723153814]-SPECIAL 李明,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723153814@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:45,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723154789_emp_test_employee,test.1773723154789@test.example.com,0,[TEST-1773723154789]-EMP Test Employee,[TEST-1773723154789]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723154789@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:45,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723159149_xss_script_alert_1_sc,test.1773723159149@test.example.com,0,[TEST-1773723159149]-XSS <script>alert(1)</script>,[TEST-1773723159149]-XSS <script>alert(1)</script>,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723159149@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:53,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723159149_xss_script_alert_1_sc_6822,test.1773723159149@test.example.com,0,[TEST-1773723159149]-XSS <script>alert(1)</script>,[TEST-1773723159149]-XSS <script>alert(1)</script>,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723159149@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:52,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723159271_emp_test_employee,test.1773723159271@test.example.com,0,[TEST-1773723159271]-EMP Test Employee,[TEST-1773723159271]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723159271@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:50,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723165365_emp_test_employee,test.1773723165365@test.example.com,0,[TEST-1773723165365]-EMP Test Employee,[TEST-1773723165365]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723165365@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:52:56,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723201122_emp_test_employee,test.1773723201122@test.example.com,0,[TEST-1773723201122]-EMP Test Employee,[TEST-1773723201122]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723201122@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:53:31,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723236920_emp_test_employee,test.1773723236920@test.example.com,0,[TEST-1773723236920]-EMP Test Employee,[TEST-1773723236920]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723236920@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:54:07,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723243607_inv_email_test,,0,[TEST-1773723243607]-INV-EMAIL Test,[TEST-1773723243607]-INV-EMAIL Test,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,not-a-valid-email,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:54:12,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723255644_inv_email_test,,0,[TEST-1773723255644]-INV-EMAIL Test,[TEST-1773723255644]-INV-EMAIL Test,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,not-a-valid-email,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:54:24,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723265643_emp_test_employee,test.1773723265643@test.example.com,0,[TEST-1773723265643]-EMP Test Employee,[TEST-1773723265643]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723265643@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:54:38,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723273791_emp_test_employee,test.1773723273791@test.example.com,0,[TEST-1773723273791]-EMP Test Employee,[TEST-1773723273791]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723273791@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:54:44,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723279905_emp_test_employee,test.1773723279905@test.example.com,0,[TEST-1773723279905]-EMP Test Employee,[TEST-1773723279905]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723279905@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:54:50,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723301416_emp_test_employee,test.1773723301416@test.example.com,0,[TEST-1773723301416]-EMP Test Employee,[TEST-1773723301416]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723301416@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:55:25,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723320261_emp_test_employee,test.1773723320261@test.example.com,0,[TEST-1773723320261]-EMP Test Employee,[TEST-1773723320261]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723320261@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:55:31,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723337506_emp_test_employee,test.1773723337506@test.example.com,0,[TEST-1773723337506]-EMP Test Employee,[TEST-1773723337506]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723337506@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:55:50,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723342808_emp_test_employee,test.1773723342808@test.example.com,0,[TEST-1773723342808]-EMP Test Employee,[TEST-1773723342808]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723342808@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:55:55,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723347743_longname_aaaaaaaaaaaa,,0,[TEST-1773723347743]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,[TEST-1773723347743]-LONGNAME-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:55:58,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723381027_special_o_brien,test.1773723381027@test.example.com,0,[TEST-1773723381027]-SPECIAL O'Brien,[TEST-1773723381027]-SPECIAL O'Brien,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723381027@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:56:33,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723418255_special_o_brien,test.1773723418255@test.example.com,0,[TEST-1773723418255]-SPECIAL O'Brien,[TEST-1773723418255]-SPECIAL O'Brien,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723418255@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:57:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723423497_special_m_ller,test.1773723423497@test.example.com,0,[TEST-1773723423497]-SPECIAL Müller,[TEST-1773723423497]-SPECIAL Müller,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723423497@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:57:15,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723426978_special,test.1773723426978@test.example.com,0,[TEST-1773723426978]-SPECIAL 李明,[TEST-1773723426978]-SPECIAL 李明,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723426978@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:57:18,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723431395_xss_script_alert_1_sc,test.1773723431395@test.example.com,0,[TEST-1773723431395]-XSS <script>alert(1)</script>,[TEST-1773723431395]-XSS <script>alert(1)</script>,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723431395@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:57:23,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723431395_xss_script_alert_1_sc_6842,test.1773723431395@test.example.com,0,[TEST-1773723431395]-XSS <script>alert(1)</script>,[TEST-1773723431395]-XSS <script>alert(1)</script>,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723431395@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:57:23,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723482329_emp_test_employee,test.1773723482329@test.example.com,0,[TEST-1773723482329]-EMP Test Employee,[TEST-1773723482329]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723482329@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:58:11,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723485334_emp_test_employee,test.1773723485334@test.example.com,0,[TEST-1773723485334]-EMP Test Employee,[TEST-1773723485334]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723485334@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:58:15,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723490380_emp_test_employee,test.1773723490380@test.example.com,0,[TEST-1773723490380]-EMP Test Employee,[TEST-1773723490380]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723490380@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:58:21,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723496482_emp_test_employee,test.1773723496482@test.example.com,0,[TEST-1773723496482]-EMP Test Employee,[TEST-1773723496482]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723496482@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:58:27,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723531802_emp_test_employee,test.1773723531802@test.example.com,0,[TEST-1773723531802]-EMP Test Employee,[TEST-1773723531802]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723531802@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:59:02,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723567704_emp_test_employee,test.1773723567704@test.example.com,0,[TEST-1773723567704]-EMP Test Employee,[TEST-1773723567704]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723567704@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 04:59:38,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723608024_emp_test_employee,test.1773723608024@test.example.com,0,[TEST-1773723608024]-EMP Test Employee,[TEST-1773723608024]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723608024@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 05:00:18,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723612721_emp_test_employee,test.1773723612721@test.example.com,0,[TEST-1773723612721]-EMP Test Employee,[TEST-1773723612721]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723612721@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 05:00:23,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
res_partner_test_1773723618453_emp_test_employee,test.1773723618453@test.example.com,0,[TEST-1773723618453]-EMP Test Employee,[TEST-1773723618453]-EMP Test Employee,en_US,Asia/Colombo,,1,contact,,,,,0.0,0.0,test.1773723618453@test.example.com,,,seed_master_data_and_settings.company_jinasena_pvt_ltd,0,1,,,,,2026-03-17 05:00:29,,0,,0.0,no-message,0,0,no-message,no-message,no-message,automatic,VAT Not Registered,SVAT Nor Registered,0.0,
